2025-07-15 00:03:18 | INFO     | api.websocket.translation_ws:translation_websocket_endpoint:209 - WebSocket客户端断开连接: translation_1752507872147_9jhkfyz3w
2025-07-15 00:03:23 | INFO     | db.repositories.conversation_repository:get_conversation_list:202 - 获取到 15 个对话
2025-07-15 00:03:24 | INFO     | db.repositories.conversation_repository:get_conversation_list:260 - 成功获取对话列表: 15 个对话
2025-07-15 00:03:24 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/qa/conversations?page=1&size=20 - 200 - 0.93s
2025-07-15 00:03:36 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/knowledge/chunking-configs
2025-07-15 00:03:36 | INFO     | api.endpoints.chunking_config:get_chunking_configs:57 - 获取切分配置列表
2025-07-15 00:03:36 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/knowledge/chunking-configs/default
2025-07-15 00:03:36 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/knowledge/config/models
2025-07-15 00:03:36 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/knowledge/config/vector
2025-07-15 00:03:36 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/knowledge/config/models - 200 - 0.01s
2025-07-15 00:03:36 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/knowledge/config/vector - 200 - 0.01s
2025-07-15 00:03:36 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/sse/document-status/session_1752406889539_t4n24kegd
2025-07-15 00:03:36 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/sse/document-status/session_1752406889539_t4n24kegd - 200 - 0.00s
2025-07-15 00:03:37 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/config/
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_llm_config_section:550 - 使用环境变量LLM配置: 3个模型, 默认: qwen-plus-latest
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_embedding_config_section:636 - 使用环境变量MatBERT配置: matbert-embedding
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/config/ - 200 - 0.00s
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/knowledge/chunking-configs - 200 - 0.20s
2025-07-15 00:03:37 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/qa/agents
2025-07-15 00:03:37 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/qa/conversations?page=1&size=20
2025-07-15 00:03:37 | INFO     | db.repositories.conversation_repository:get_conversation_list:183 - 开始获取对话列表: page=1, size=20
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/qa/agents - 200 - 0.01s
2025-07-15 00:03:37 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/config/
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_llm_config_section:550 - 使用环境变量LLM配置: 3个模型, 默认: qwen-plus-latest
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_embedding_config_section:636 - 使用环境变量MatBERT配置: matbert-embedding
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/config/ - 200 - 0.04s
2025-07-15 00:03:37 | INFO     | api.endpoints.chunking_config:get_default_chunking_config:106 - 获取默认切分配置: 通用文档切分
2025-07-15 00:03:37 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/config/
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/knowledge/chunking-configs/default - 200 - 0.46s
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_llm_config_section:550 - 使用环境变量LLM配置: 3个模型, 默认: qwen-plus-latest
2025-07-15 00:03:37 | INFO     | api.endpoints.config:_build_embedding_config_section:636 - 使用环境变量MatBERT配置: matbert-embedding
2025-07-15 00:03:37 | INFO     | db.repositories.conversation_repository:get_conversation_list:190 - 对话总数: 15
2025-07-15 00:03:37 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/config/ - 200 - 0.01s
2025-07-15 00:03:37 | INFO     | db.repositories.conversation_repository:get_conversation_list:202 - 获取到 15 个对话
2025-07-15 00:03:38 | INFO     | db.repositories.conversation_repository:get_conversation_list:260 - 成功获取对话列表: 15 个对话
2025-07-15 00:03:38 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/qa/conversations?page=1&size=20 - 200 - 0.76s
2025-07-15 00:03:41 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/knowledge/chunking-configs - 200 - 18.59s
2025-07-15 00:03:41 | INFO     | __main__:log_requests:408 - 请求开始: OPTIONS http://localhost:8000/api/v1/qa/conversations/session_bard0tpd5j6vz865a6jra_1752502288098
2025-07-15 00:03:41 | INFO     | __main__:log_requests:415 - 请求完成: OPTIONS http://localhost:8000/api/v1/qa/conversations/session_bard0tpd5j6vz865a6jra_1752502288098 - 200 - 0.00s
2025-07-15 00:03:41 | INFO     | __main__:log_requests:408 - 请求开始: DELETE http://localhost:8000/api/v1/qa/conversations/session_bard0tpd5j6vz865a6jra_1752502288098
2025-07-15 00:03:41 | INFO     | db.repositories.conversation_repository:delete_conversation:290 - 对话已删除: session_id=session_bard0tpd5j6vz865a6jra_1752502288098
2025-07-15 00:03:41 | INFO     | __main__:log_requests:415 - 请求完成: DELETE http://localhost:8000/api/v1/qa/conversations/session_bard0tpd5j6vz865a6jra_1752502288098 - 200 - 0.53s
2025-07-15 00:03:41 | INFO     | __main__:log_requests:408 - 请求开始: GET http://localhost:8000/api/v1/qa/conversations?page=1&size=20
2025-07-15 00:03:41 | INFO     | db.repositories.conversation_repository:get_conversation_list:183 - 开始获取对话列表: page=1, size=20
2025-07-15 00:03:42 | INFO     | db.repositories.conversation_repository:get_conversation_list:190 - 对话总数: 14
2025-07-15 00:03:42 | INFO     | db.repositories.conversation_repository:get_conversation_list:202 - 获取到 14 个对话
2025-07-15 00:03:43 | INFO     | db.repositories.conversation_repository:get_conversation_list:260 - 成功获取对话列表: 14 个对话
2025-07-15 00:03:43 | INFO     | __main__:log_requests:415 - 请求完成: GET http://localhost:8000/api/v1/qa/conversations?page=1&size=20 - 200 - 1.13s
2025-07-15 00:03:47 | INFO     | api.websocket.translation_ws:connect:30 - 翻译WebSocket连接建立: translation_1752509027326_7qe8fitax
2025-07-15 00:03:47 | INFO     | api.websocket.translation_ws:connect:30 - 翻译WebSocket连接建立: translation_1752509027327_dcn7qxoc4
2025-07-15 00:03:47 | INFO     | api.websocket.translation_ws:translation_websocket_endpoint:209 - WebSocket客户端断开连接: translation_1752509027326_7qe8fitax
2025-07-15 00:03:47 | INFO     | api.websocket.translation_ws:disconnect:49 - 翻译WebSocket连接断开: translation_1752509027326_7qe8fitax
2025-07-15 00:03:50 | INFO     | service.translation_service:_get_translation_model:52 - 可用模型信息: {'all': ['qwen-plus-latest', 'gpt-4o-mini', 'gemini-2.5-flash-preview-thinking'], 'default': 'qwen-plus-latest', 'by_vendor': {'alibaba': [], 'openai': [], 'google': []}, 'gateway_enabled': True}
2025-07-15 00:03:50 | INFO     | service.translation_service:_get_translation_model:60 - 可用模型列表: ['qwen-plus-latest', 'gpt-4o-mini', 'gemini-2.5-flash-preview-thinking']
2025-07-15 00:03:50 | INFO     | service.translation_service:_get_translation_model:65 - 翻译使用用户选择的模型: qwen-plus-latest
2025-07-15 00:03:50 | INFO     | service.translation_service:translate:181 - 开始翻译: 地聚物的抗压强度受哪些因素影响？... 使用模型: qwen-plus-latest
2025-07-15 00:03:50 | INFO     | service.translation_service:translate:182 - 翻译提示词: You are a professional English translator specializing in materials science and construction engineering. Your task is to translate Chinese text to English.

IMPORTANT TERMINOLOGY:
- 地聚物 = geopolymer
- 强度 = strength
- 力学性能 = mechanical properties
- 材料 = material
- 混凝土 = concrete

IMPORTANT: You must ONLY respond with the English translation. Do not include any explanations, notes, or Chinese text in your response.

Chinese text to translate: 地聚物的抗压强度受哪些因素影响？

Provide only the English translation:
2025-07-15 00:03:50 | INFO     | service.translation_service:_call_gateway_for_translation:267 - 调用网关: http://101.132.149.115:30504/v1/chat/completions
2025-07-15 00:03:50 | INFO     | service.translation_service:_call_gateway_for_translation:268 - 使用模型: qwen-plus-latest
2025-07-15 00:03:52 | INFO     | service.translation_service:translate:186 - 原始翻译结果: What factors influence the compressive strength of geopolymers?
2025-07-15 00:03:52 | INFO     | service.translation_service:translate:190 - 处理后翻译结果: What factors influence the compressive strength of geopolymers?
2025-07-15 00:03:52 | INFO     | service.translation_service:translate:209 - 翻译完成: 地聚物的抗压强度受哪些因素影响？... -> What factors influence the com... 耗时: 2.10s
2025-07-15 00:03:55 | INFO     | __main__:log_requests:408 - 请求开始: OPTIONS http://localhost:8000/api/v1/qa/ask/stream
2025-07-15 00:03:55 | INFO     | __main__:log_requests:415 - 请求完成: OPTIONS http://localhost:8000/api/v1/qa/ask/stream - 200 - 0.00s
2025-07-15 00:03:55 | INFO     | __main__:log_requests:408 - 请求开始: POST http://localhost:8000/api/v1/qa/ask/stream
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:224 - [LATENCY] SSE生成器启动，当前时间戳: 1752509035.501
2025-07-15 00:03:55 | INFO     | service.agent_service:register_session:1387 - [SESSION] 注册会话: session_sbz2bgqyx5mjamoyh87uz_1752509023029
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:235 - [MEMORY] 使用Agno原生memory管理上下文，session_id: session_sbz2bgqyx5mjamoyh87uz_1752509023029
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:242 - [LATENCY] 上下文记忆应用耗时: 0.000s
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:247 - [TRANSLATION] 翻译功能状态: True, 使用模型: qwen-plus-latest
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:264 - [LATENCY] 开始单智能体查询: cailiao_zhuanjia, 知识库检索: True
2025-07-15 00:03:55 | INFO     | db.repositories.conversation_repository:get_conversation_history:92 - 开始获取对话历史: session_id=session_sbz2bgqyx5mjamoyh87uz_1752509023029, limit=10
2025-07-15 00:03:55 | INFO     | __main__:log_requests:415 - 请求完成: POST http://localhost:8000/api/v1/qa/ask/stream - 200 - 0.02s
2025-07-15 00:03:55 | INFO     | db.repositories.conversation_repository:get_conversation_history:102 - 未找到对话: session_id=session_sbz2bgqyx5mjamoyh87uz_1752509023029
2025-07-15 00:03:55 | INFO     | service.agent_service:_build_query_with_history:1447 - [HISTORY] 会话 session_sbz2bgqyx5mjamoyh87uz_1752509023029 无历史记录
2025-07-15 00:03:55 | INFO     | service.agent_service:_create_agno_model:961 - 模型解析: qwen-plus-latest -> qwen-plus-latest
2025-07-15 00:03:55 | INFO     | service.agent_service:_create_agno_model:976 - 成功创建模型实例: qwen-plus-latest (原始provider: alibaba, 通过OneAPI访问)
2025-07-15 00:03:55 | INFO     | service.agent_service:_configure_agent_tools_with_knowledge:1127 - 为智能体 cailiao_zhuanjia 添加ReasoningTools
2025-07-15 00:03:55 | INFO     | service.agent_service:_configure_agent_tools_with_knowledge:1131 - 为智能体 cailiao_zhuanjia 添加独立知识检索工具函数
2025-07-15 00:03:55 | INFO     | service.agent_service:_configure_agent_tools_with_knowledge:1144 - 为智能体 cailiao_zhuanjia 添加地聚物专业工具
2025-07-15 00:03:55 | INFO     | service.agent_service:create_agent:1049 - 智能体 cailiao_zhuanjia 启用知识库检索（使用自定义工具）
2025-07-15 00:03:55 | INFO     | service.agent_service:_configure_agent_memory:1020 - Agno memory模块不可用，使用传统上下文管理
2025-07-15 00:03:55 | INFO     | service.agent_service:create_agent:1078 - 创建Agent - cailiao_zhuanjia: search_knowledge=True, 使用自定义知识库工具, memory=禁用
2025-07-15 00:03:55 | INFO     | service.agent_service:create_agent:1102 - Agent创建完成 - cailiao_zhuanjia: 知识库检索=启用
2025-07-15 00:03:55 | INFO     | service.agent_service:create_agent:1105 - Agent工具列表: ['reasoning_tools', 'search_knowledge_base', 'GeopolymerTools']
2025-07-15 00:03:55 | INFO     | service.agent_service:create_agent:1109 - 成功创建智能体: cailiao_zhuanjia，知识库检索: 启用
2025-07-15 00:03:55 | INFO     | service.agent_service:get_agent:1281 - [CACHE] 缓存新的Agent实例: cailiao_zhuanjia, session: session_sbz2bgqyx5mjamoyh87uz_1752509023029
2025-07-15 00:03:55 | INFO     | service.agent_service:_create_agno_model:976 - 成功创建模型实例: qwen-plus-latest (原始provider: alibaba, 通过OneAPI访问)
2025-07-15 00:03:55 | INFO     | service.agent_service:single_agent_query:1596 - 为智能体 cailiao_zhuanjia 切换模型到: qwen-plus-latest
2025-07-15 00:03:55 | INFO     | service.agent_service:single_agent_query:1608 - 为智能体 cailiao_zhuanjia 应用模型参数: {'temperature': 0.7, 'max_tokens': 2000, 'top_p': 0.95, 'top_k': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0}
2025-07-15 00:03:55 | INFO     | api.endpoints.qa:generate_sse:303 - [LATENCY] 单智能体查询调用完成耗时: 0.202s
2025-07-15 00:03:55 | INFO     | service.agent_service:_stream_agent_response:1784 - [STREAM] 开始智能体 cailiao_zhuanjia 的流式查询
2025-07-15 00:03:56 | INFO     | service.agent_service:_stream_agent_response:1808 - [STREAM] Agent.run执行成功，响应类型: <class 'generator'>
2025-07-15 00:03:56 | INFO     | service.agent_service:_stream_agent_response:1919 - 智能体 cailiao_zhuanjia 获得真正的流式响应
2025-07-15 00:03:56 | INFO     | service.agent_service:_process_messages:91 - 原始消息: [('system', 'Message'), ('user', 'Message')]
2025-07-15 00:03:56 | INFO     | service.agent_service:_process_messages:123 - 处理后消息: [('system', 'Message'), ('user', 'Message')]
2025-07-15 00:03:56 | INFO     | service.agent_service:invoke_stream:150 - 流式映射消息角色: ['system', 'user']
2025-07-15 00:04:00 | INFO     | service.agent_service:_stream_agent_response:2047 - [KNOWLEDGE_SEARCH] 🔍 开始检索: search_knowledge_base(地聚物抗压强度 影响因素)
2025-07-15 00:04:00 | INFO     | api.endpoints.qa:generate_sse:399 - [LATENCY] 首个单智能体响应事件延迟: 4.891s
2025-07-15 00:04:00 | INFO     | api.endpoints.qa:generate_sse:402 - [EVENT_DEBUG] 收到事件: <class 'dict'> - {'type': 'knowledge_search', 'tool': 'search_knowledge_base', 'query': '地聚物抗压强度 影响因素', 'status': 'searching', 'timestamp': 1752509040.3915079}
2025-07-15 00:04:00 | INFO     | api.endpoints.qa:generate_sse:430 - [KNOWLEDGE_DEBUG] 接收到knowledge_search事件: {'type': 'knowledge_search', 'tool': 'search_knowledge_base', 'query': '地聚物抗压强度 影响因素', 'status': 'searching', 'timestamp': 1752509040.3915079}
2025-07-15 00:04:00 | INFO     | service.agent_service:search_knowledge_base:272 - [KNOWLEDGE_SEARCH] 🔍 独立工具函数开始检索: 地聚物抗压强度 影响因素
2025-07-15 00:04:00 | INFO     | service.agent_service:search_knowledge_base:343 - [KNOWLEDGE_SEARCH] 开始智能文档检索: query='地聚物抗压强度 影响因素', top_k=5
2025-07-15 00:04:00 | INFO     | service.translation_service:_get_translation_model:52 - 可用模型信息: {'all': ['qwen-plus-latest', 'gpt-4o-mini', 'gemini-2.5-flash-preview-thinking'], 'default': 'qwen-plus-latest', 'by_vendor': {'alibaba': [], 'openai': [], 'google': []}, 'gateway_enabled': True}
2025-07-15 00:04:00 | INFO     | service.translation_service:_get_translation_model:60 - 可用模型列表: ['qwen-plus-latest', 'gpt-4o-mini', 'gemini-2.5-flash-preview-thinking']
2025-07-15 00:04:00 | INFO     | service.translation_service:_get_translation_model:74 - 翻译使用第一个可用模型: qwen-plus-latest
2025-07-15 00:04:00 | INFO     | service.translation_service:translate:181 - 开始翻译: 地聚物抗压强度 影响因素... 使用模型: qwen-plus-latest
2025-07-15 00:04:00 | INFO     | service.translation_service:translate:182 - 翻译提示词: You are a professional English translator specializing in materials science and construction engineering. Your task is to translate Chinese text to English.

IMPORTANT TERMINOLOGY:
- 地聚物 = geopolymer
- 强度 = strength
- 力学性能 = mechanical properties
- 材料 = material
- 混凝土 = concrete

IMPORTANT: You must ONLY respond with the English translation. Do not include any explanations, notes, or Chinese text in your response.

Chinese text to translate: 地聚物抗压强度 影响因素

Provide only the English translation:
2025-07-15 00:04:00 | INFO     | service.translation_service:_call_gateway_for_translation:267 - 调用网关: http://101.132.149.115:30504/v1/chat/completions
2025-07-15 00:04:00 | INFO     | service.translation_service:_call_gateway_for_translation:268 - 使用模型: qwen-plus-latest
2025-07-15 00:04:02 | INFO     | service.translation_service:translate:186 - 原始翻译结果: Geopolymer compressive strength influencing factors
2025-07-15 00:04:02 | INFO     | service.translation_service:translate:190 - 处理后翻译结果: Geopolymer compressive strength influencing factors
2025-07-15 00:04:02 | INFO     | service.translation_service:translate:209 - 翻译完成: 地聚物抗压强度 影响因素... -> Geopolymer compressive strengt... 耗时: 2.40s
2025-07-15 00:04:02 | INFO     | service.retrieval_translation_decorator:_execute_with_translation:113 - 智能路由: 原始查询=地聚物抗压强度 影响因素..., 翻译查询=Geopolymer compressive strengt...
2025-07-15 00:04:02 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:222 - 智能路由查询分配:
2025-07-15 00:04:02 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:223 -   - QA数据查询: 地聚物抗压强度 影响因素...
2025-07-15 00:04:02 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:224 -   - 文档数据查询: Geopolymer compressive strengt...
2025-07-15 00:04:03 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:247 - [WEIGHTED_SEARCH] keyword 检索完成: 1 个结果
2025-07-15 00:04:03 | INFO     | service.dual_vector_service:create_dual_embeddings:167 - 使用并发控制模式，最大并发数: 5
2025-07-15 00:04:05 | INFO     | service.dual_vector_service:create_dual_embeddings:184 - 并发生成 1 个双向量嵌入
2025-07-15 00:04:05 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:247 - [WEIGHTED_SEARCH] general_vector 检索完成: 0 个结果
2025-07-15 00:04:05 | INFO     | service.dual_vector_service:create_dual_embeddings:167 - 使用并发控制模式，最大并发数: 5
2025-07-15 00:04:06 | INFO     | service.dual_vector_service:create_dual_embeddings:184 - 并发生成 1 个双向量嵌入
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:247 - [WEIGHTED_SEARCH] domain_vector 检索完成: 0 个结果
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:254 - [WEIGHTED_SEARCH] 所有检索任务完成: 总计 1 个结果
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:256 - [WEIGHTED_SEARCH] - keyword: 1 个结果
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:259 - [WEIGHTED_SEARCH] - keyword 首个结果分数: 18.337
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:256 - [WEIGHTED_SEARCH] - general_vector: 0 个结果
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_execute_parallel_search:256 - [WEIGHTED_SEARCH] - domain_vector: 0 个结果
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:_merge_and_weight_results:622 - 权重检索完成: 合并后1个结果，返回前1个，分数范围: 0.05-0.80
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:weighted_search:147 - 权重检索完成，模式: dual，返回 1 个结果 (文档: 1, QA: 0)
2025-07-15 00:04:06 | INFO     | service.weighted_retrieval_service:weighted_search:152 - [WEIGHTED_SEARCH] 结果1: 文档, 分数: 0.050, 标题: 
2025-07-15 00:04:06 | INFO     | service.intelligent_retrieval_service:_execute_simplified_search:196 - 权重检索完成，模式: dual，结果数: 1
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:384 - [KNOWLEDGE_SEARCH] 智能文档检索完成: 返回 1 个结果
2025-07-15 00:04:06 | WARNING  | service.agent_service:run_async_safely:286 - [KNOWLEDGE_SEARCH] 检测到运行中的事件循环，使用线程执行
2025-07-15 00:04:06 | WARNING  | service.embedding_service:create_embeddings:131 - Qwen嵌入API连接错误 (尝试 1/3): 连接错误: RuntimeError: unable to perform operation on <TCPTransport closed=True reading=False 0x7faf1f819f00>; the handler is closed
2025-07-15 00:04:06 | ERROR    | service.embedding_service:create_embeddings:530 - 创建嵌入时发生未知错误: unable to perform operation on <TCPTransport closed=True reading=False 0x7faf1f819f00>; the handler is closed
2025-07-15 00:04:06 | ERROR    | service.agent_service:thread_runner:307 - [KNOWLEDGE_SEARCH] 检索异常: unable to perform operation on <TCPTransport closed=True reading=False 0x7faf1f819f00>; the handler is closed
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:490 - [KNOWLEDGE_SEARCH] 文档检索结果: 1 个
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:492 -   文档 1: ... 分数: 0.050
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:494 - [KNOWLEDGE_SEARCH] QA检索: 最终处理得到 0 个结果
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:514 - [KNOWLEDGE_SEARCH] 去重后结果: 1 个
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:518 - [KNOWLEDGE_SEARCH] 高质量过滤后: 1 个 (阈值: 0.03)
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:530 - [KNOWLEDGE_SEARCH] 最终返回前3个高质量结果:
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:533 -   1. ... 分数: 0.050 类型: document
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:548 - [KNOWLEDGE_SEARCH] 更新全局检索结果: 1 个
2025-07-15 00:04:06 | INFO     | service.agent_service:search_knowledge_base:550 - [KNOWLEDGE_SEARCH] ✅ 独立工具函数检索完成: 文档 1 个, QA 0 个
2025-07-15 00:04:06 | INFO     | service.agent_service:_stream_agent_response:2073 - [KNOWLEDGE_SEARCH] ✅ 从全局变量获取到 1 个结果
2025-07-15 00:04:06 | INFO     | service.agent_service:_stream_agent_response:2117 - [KNOWLEDGE_SEARCH] 🔍 立即发送knowledge_sources事件: 1 个源
